email,name,return_path,metadata,substitution_data,tags
anon79166899@sedemo.sink.sparkpostmail.com,Robert Acker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 15314262}","{""memberType"": ""bronze"", ""state"": ""OR""}","[""bacon"", ""fuerte"", ""gwen""]"
anon11442057@sedemo.sink.sparkpostmail.com,Tobi Jones,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 90209616}","{""memberType"": ""platinum"", ""state"": ""CA""}","[""gwen"", ""bacon"", ""fuerte""]"
anon52774833@sedemo.sink.sparkpostmail.com,Mario Osborne,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86596657}","{""memberType"": ""silver"", ""state"": ""NC""}","[""fuerte"", ""bacon"", ""pinkerton"", ""gwen"", ""lamb hass"", ""hass""]"
anon98961369@sedemo.sink.sparkpostmail.com,Elizabeth Ostrov,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 64011731}","{""memberType"": ""gold"", ""state"": ""OK""}","[""hass"", ""gwen"", ""lamb hass"", ""pinkerton"", ""bacon"", ""reed"", ""fuerte""]"
anon58021245@sedemo.sink.sparkpostmail.com,Melissa Torres,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 56048511}","{""memberType"": ""silver"", ""state"": ""VA""}","[""gwen"", ""fuerte"", ""bacon""]"
anon99372922@sedemo.sink.sparkpostmail.com,Wallace Hill,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 47702473}","{""memberType"": ""silver"", ""state"": ""OK""}","[""hass"", ""fuerte"", ""gwen"", ""bacon""]"
anon70245674@sedemo.sink.sparkpostmail.com,Brian Tate,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 9870101}","{""memberType"": ""gold"", ""state"": ""ID""}","[""fuerte"", ""gwen"", ""lamb hass"", ""hass"", ""bacon""]"
anon50985610@sedemo.sink.sparkpostmail.com,William Moore,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 65295450}","{""memberType"": ""silver"", ""state"": ""PA""}","[""fuerte"", ""gwen"", ""bacon""]"
anon97995686@sedemo.sink.sparkpostmail.com,Ellyn Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 99593645}","{""memberType"": ""bronze"", ""state"": ""WV""}","[""bacon""]"
anon85411172@sedemo.sink.sparkpostmail.com,Rebecca Crawford,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 11050733}","{""memberType"": ""bronze"", ""state"": ""MA""}","[""bacon"", ""fuerte"", ""gwen""]"
anon81784084@sedemo.sink.sparkpostmail.com,Jean Watson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 68070055}","{""memberType"": ""platinum"", ""state"": ""ME""}","[""bacon""]"
anon87404071@sedemo.sink.sparkpostmail.com,Irma Garcia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 88895054}","{""memberType"": ""platinum"", ""state"": ""DC""}","[""pinkerton"", ""gwen"", ""bacon"", ""lamb hass"", ""fuerte"", ""hass""]"
anon19442058@sedemo.sink.sparkpostmail.com,David Haraway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 71164560}","{""memberType"": ""gold"", ""state"": ""PA""}","[""fuerte"", ""reed"", ""pinkerton"", ""bacon"", ""lamb hass"", ""gwen"", ""hass""]"
anon26705067@sedemo.sink.sparkpostmail.com,Wallace Haraway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 98773573}","{""memberType"": ""silver"", ""state"": ""AZ""}","[""hass"", ""bacon"", ""gwen"", ""fuerte""]"
anon80613275@sedemo.sink.sparkpostmail.com,Esperanza Ramgel,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 75259644}","{""memberType"": ""gold"", ""state"": ""TN""}","[""gwen"", ""fuerte"", ""bacon""]"
anon40824024@sedemo.sink.sparkpostmail.com,Lenore Fowler,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 10923138}","{""memberType"": ""silver"", ""state"": ""CT""}","[""bacon"", ""hass"", ""fuerte"", ""gwen""]"
anon82450555@sedemo.sink.sparkpostmail.com,Hattie Dudley,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 44241101}","{""memberType"": ""platinum"", ""state"": ""SC""}","[""lamb hass"", ""hass"", ""gwen"", ""bacon"", ""fuerte""]"
anon05316600@sedemo.sink.sparkpostmail.com,Richard Sandoval,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 20118949}","{""memberType"": ""gold"", ""state"": ""MI""}","[""gwen"", ""bacon"", ""fuerte""]"
anon76877196@sedemo.sink.sparkpostmail.com,Rosetta Garcia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 89776707}","{""memberType"": ""silver"", ""state"": ""AS""}",[]
anon92410460@sedemo.sink.sparkpostmail.com,Ryan Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 65591663}","{""memberType"": ""silver"", ""state"": ""MN""}","[""reed"", ""hass"", ""pinkerton"", ""gwen"", ""fuerte"", ""bacon"", ""lamb hass""]"
anon55433253@sedemo.sink.sparkpostmail.com,Doris Nooner,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 58100443}","{""memberType"": ""platinum"", ""state"": ""TN""}",[]
anon75213089@sedemo.sink.sparkpostmail.com,Charles Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 43194922}","{""memberType"": ""bronze"", ""state"": ""NC""}","[""hass"", ""bacon"", ""lamb hass"", ""gwen"", ""fuerte"", ""pinkerton""]"
anon25185099@sedemo.sink.sparkpostmail.com,Christina Dorf,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 49929226}","{""memberType"": ""gold"", ""state"": ""CO""}","[""gwen"", ""bacon"", ""fuerte"", ""hass"", ""lamb hass""]"
anon34762835@sedemo.sink.sparkpostmail.com,Joe Denman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 41719772}","{""memberType"": ""gold"", ""state"": ""LA""}","[""hass"", ""gwen"", ""fuerte"", ""bacon""]"
anon29431999@sedemo.sink.sparkpostmail.com,Brian Tate,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 41058499}","{""memberType"": ""gold"", ""state"": ""NM""}","[""bacon""]"
anon16164785@sedemo.sink.sparkpostmail.com,Lupe Dellinger,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 55515542}","{""memberType"": ""silver"", ""state"": ""WA""}","[""gwen"", ""bacon"", ""fuerte"", ""hass""]"
anon82141759@sedemo.sink.sparkpostmail.com,William Lemire,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 39913430}","{""memberType"": ""platinum"", ""state"": ""MP""}","[""fuerte"", ""bacon""]"
anon55884892@sedemo.sink.sparkpostmail.com,Hattie Green,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 78441181}","{""memberType"": ""bronze"", ""state"": ""NV""}","[""fuerte"", ""gwen"", ""bacon""]"
anon40269893@sedemo.sink.sparkpostmail.com,Gerald Richardson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 92212993}","{""memberType"": ""gold"", ""state"": ""CT""}","[""gwen"", ""hass"", ""bacon"", ""fuerte""]"
anon32540658@sedemo.sink.sparkpostmail.com,Heather Wyatt,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 12438479}","{""memberType"": ""bronze"", ""state"": ""VA""}","[""hass"", ""bacon"", ""gwen"", ""fuerte""]"
anon53455818@sedemo.sink.sparkpostmail.com,Chad Perez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86918302}","{""memberType"": ""bronze"", ""state"": ""MA""}","[""pinkerton"", ""lamb hass"", ""bacon"", ""fuerte"", ""gwen"", ""hass""]"
anon20535065@sedemo.sink.sparkpostmail.com,Adrienne Florez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 63709179}","{""memberType"": ""platinum"", ""state"": ""PA""}","[""fuerte"", ""gwen"", ""bacon""]"
anon78965856@sedemo.sink.sparkpostmail.com,Kisha Anderson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 38249906}","{""memberType"": ""platinum"", ""state"": ""MA""}","[""gwen"", ""bacon"", ""fuerte""]"
anon95961614@sedemo.sink.sparkpostmail.com,Tara Mallari,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 40369769}","{""memberType"": ""bronze"", ""state"": ""MA""}","[""gwen"", ""fuerte"", ""bacon""]"
anon85447863@sedemo.sink.sparkpostmail.com,Brandon Bannister,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 75827636}","{""memberType"": ""silver"", ""state"": ""LA""}","[""bacon"", ""lamb hass"", ""pinkerton"", ""fuerte"", ""gwen"", ""hass""]"
anon34073023@sedemo.sink.sparkpostmail.com,James Kelly,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 79369965}","{""memberType"": ""silver"", ""state"": ""NH""}","[""gwen"", ""bacon"", ""fuerte""]"
anon80646534@sedemo.sink.sparkpostmail.com,Richard Perez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 1921721}","{""memberType"": ""platinum"", ""state"": ""AZ""}","[""gwen"", ""bacon"", ""fuerte"", ""hass"", ""lamb hass""]"
anon36364879@sedemo.sink.sparkpostmail.com,Christopher Masri,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 65345465}","{""memberType"": ""bronze"", ""state"": ""NH""}","[""lamb hass"", ""bacon"", ""fuerte"", ""hass"", ""gwen""]"
anon29634940@sedemo.sink.sparkpostmail.com,Christina Copher,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 22966175}","{""memberType"": ""platinum"", ""state"": ""WV""}","[""gwen"", ""hass"", ""bacon"", ""lamb hass"", ""fuerte""]"
anon57755755@sedemo.sink.sparkpostmail.com,David Garcia,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 42115581}","{""memberType"": ""platinum"", ""state"": ""NY""}","[""fuerte"", ""bacon""]"
anon82146971@sedemo.sink.sparkpostmail.com,Melanie Wyatt,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 19555361}","{""memberType"": ""gold"", ""state"": ""NV""}","[""bacon""]"
anon59063908@sedemo.sink.sparkpostmail.com,Bryce Brockington,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 92160387}","{""memberType"": ""bronze"", ""state"": ""VA""}","[""gwen"", ""bacon"", ""fuerte""]"
anon76565189@sedemo.sink.sparkpostmail.com,Esperanza Jones,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 82850103}","{""memberType"": ""bronze"", ""state"": ""FL""}","[""bacon""]"
anon18965556@sedemo.sink.sparkpostmail.com,Elizabeth Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 41231913}","{""memberType"": ""bronze"", ""state"": ""AZ""}","[""bacon""]"
anon62373447@sedemo.sink.sparkpostmail.com,Aaron Acker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86894830}","{""memberType"": ""platinum"", ""state"": ""NY""}","[""bacon"", ""fuerte""]"
anon21543521@sedemo.sink.sparkpostmail.com,Kristopher Brugger,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 68515095}","{""memberType"": ""bronze"", ""state"": ""FM""}","[""hass"", ""bacon"", ""gwen"", ""lamb hass"", ""fuerte""]"
anon40017495@sedemo.sink.sparkpostmail.com,Hattie Richardson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 57259966}","{""memberType"": ""platinum"", ""state"": ""DE""}","[""fuerte"", ""gwen"", ""bacon""]"
anon38144216@sedemo.sink.sparkpostmail.com,Ellyn Haecker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 26406580}","{""memberType"": ""platinum"", ""state"": ""MH""}","[""fuerte"", ""bacon"", ""gwen""]"
anon12332274@sedemo.sink.sparkpostmail.com,Charles Bell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 77612727}","{""memberType"": ""gold"", ""state"": ""ID""}","[""fuerte"", ""bacon""]"
anon18861447@sedemo.sink.sparkpostmail.com,Brian Watson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 79235106}","{""memberType"": ""silver"", ""state"": ""AL""}","[""hass"", ""gwen"", ""lamb hass"", ""fuerte"", ""bacon""]"
anon74751695@sedemo.sink.sparkpostmail.com,Tobi Haraway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 45318511}","{""memberType"": ""gold"", ""state"": ""NC""}","[""lamb hass"", ""fuerte"", ""reed"", ""gwen"", ""pinkerton"", ""bacon"", ""hass""]"
anon87116693@sedemo.sink.sparkpostmail.com,Patricia Brugger,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 9912518}","{""memberType"": ""silver"", ""state"": ""VI""}","[""lamb hass"", ""gwen"", ""bacon"", ""fuerte"", ""hass"", ""pinkerton""]"
anon62015130@sedemo.sink.sparkpostmail.com,Jeremy Crawford,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 80987131}","{""memberType"": ""platinum"", ""state"": ""MH""}","[""bacon"", ""fuerte""]"
anon03203778@sedemo.sink.sparkpostmail.com,Kisha Wieczorek,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 92512152}","{""memberType"": ""platinum"", ""state"": ""MD""}","[""fuerte"", ""bacon""]"
anon54247903@sedemo.sink.sparkpostmail.com,Shelia Coleman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 61686833}","{""memberType"": ""platinum"", ""state"": ""CO""}","[""bacon"", ""lamb hass"", ""gwen"", ""hass"", ""fuerte""]"
anon61968662@sedemo.sink.sparkpostmail.com,Joe Haecker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62805807}","{""memberType"": ""gold"", ""state"": ""ID""}","[""gwen"", ""fuerte"", ""bacon""]"
anon36435570@sedemo.sink.sparkpostmail.com,Patricia Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 5742549}","{""memberType"": ""silver"", ""state"": ""OH""}","[""fuerte"", ""gwen"", ""hass"", ""pinkerton"", ""reed"", ""lamb hass"", ""bacon""]"
anon82774176@sedemo.sink.sparkpostmail.com,Rosetta Trawick,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 83481635}","{""memberType"": ""silver"", ""state"": ""NJ""}","[""lamb hass"", ""hass"", ""bacon"", ""gwen"", ""fuerte""]"
anon46399375@sedemo.sink.sparkpostmail.com,Richard Engel,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 58951008}","{""memberType"": ""silver"", ""state"": ""NM""}","[""bacon"", ""fuerte""]"
anon85100964@sedemo.sink.sparkpostmail.com,Margie Moore,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 20906401}","{""memberType"": ""bronze"", ""state"": ""AS""}",[]
anon52921345@sedemo.sink.sparkpostmail.com,Irma Ramgel,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 48069615}","{""memberType"": ""gold"", ""state"": ""WA""}","[""bacon"", ""gwen"", ""hass"", ""fuerte"", ""lamb hass""]"
anon32294498@sedemo.sink.sparkpostmail.com,Margaret Lemire,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 99033363}","{""memberType"": ""platinum"", ""state"": ""ND""}","[""fuerte"", ""bacon"", ""lamb hass"", ""hass"", ""gwen""]"
anon29809610@sedemo.sink.sparkpostmail.com,Patricia Felix,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 80119247}","{""memberType"": ""bronze"", ""state"": ""MO""}","[""hass"", ""bacon"", ""fuerte"", ""gwen""]"
anon78676768@sedemo.sink.sparkpostmail.com,Shelia Haraway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 36267528}","{""memberType"": ""silver"", ""state"": ""SC""}","[""bacon"", ""fuerte""]"
anon70258740@sedemo.sink.sparkpostmail.com,Ryan Green,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 36271613}","{""memberType"": ""gold"", ""state"": ""NJ""}","[""gwen"", ""fuerte"", ""lamb hass"", ""pinkerton"", ""bacon"", ""reed"", ""hass""]"
anon23622489@sedemo.sink.sparkpostmail.com,Margie Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 32471569}","{""memberType"": ""silver"", ""state"": ""CA""}",[]
anon61393654@sedemo.sink.sparkpostmail.com,Lessie Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 86118529}","{""memberType"": ""silver"", ""state"": ""VI""}","[""hass"", ""gwen"", ""fuerte"", ""bacon""]"
anon28343971@sedemo.sink.sparkpostmail.com,Harold Cribbs,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 56348022}","{""memberType"": ""bronze"", ""state"": ""PW""}","[""gwen"", ""fuerte"", ""bacon"", ""hass""]"
anon60719761@sedemo.sink.sparkpostmail.com,Josephine Coleman,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 95172113}","{""memberType"": ""platinum"", ""state"": ""AR""}","[""bacon"", ""fuerte"", ""hass"", ""gwen""]"
anon69910115@sedemo.sink.sparkpostmail.com,Byron Dell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 32600841}","{""memberType"": ""platinum"", ""state"": ""KY""}",[]
anon05016292@sedemo.sink.sparkpostmail.com,Barbara Mcglothlin,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 76348856}","{""memberType"": ""platinum"", ""state"": ""FM""}","[""fuerte"", ""bacon""]"
anon46080351@sedemo.sink.sparkpostmail.com,Wallace Stimpert,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 32448426}","{""memberType"": ""gold"", ""state"": ""ME""}","[""lamb hass"", ""fuerte"", ""hass"", ""bacon"", ""gwen"", ""pinkerton""]"
anon65712868@sedemo.sink.sparkpostmail.com,Elizabeth Brunson,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 2016669}","{""memberType"": ""bronze"", ""state"": ""SC""}","[""fuerte"", ""pinkerton"", ""lamb hass"", ""bacon"", ""hass"", ""gwen""]"
anon34623173@sedemo.sink.sparkpostmail.com,William Ostrov,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 40555703}","{""memberType"": ""silver"", ""state"": ""NM""}",[]
anon09396595@sedemo.sink.sparkpostmail.com,Charles Kelly,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 41420770}","{""memberType"": ""platinum"", ""state"": ""IA""}","[""bacon"", ""fuerte""]"
anon25650373@sedemo.sink.sparkpostmail.com,Patricia Copher,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 72908937}","{""memberType"": ""silver"", ""state"": ""MT""}","[""pinkerton"", ""reed"", ""fuerte"", ""bacon"", ""gwen"", ""hass"", ""lamb hass""]"
anon64163398@sedemo.sink.sparkpostmail.com,Byron Trawick,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 22808340}","{""memberType"": ""silver"", ""state"": ""AR""}","[""gwen"", ""pinkerton"", ""fuerte"", ""hass"", ""bacon"", ""lamb hass""]"
anon11820396@sedemo.sink.sparkpostmail.com,Jerry Haecker,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 79076299}","{""memberType"": ""gold"", ""state"": ""DE""}","[""reed"", ""bacon"", ""fuerte"", ""gwen"", ""lamb hass"", ""pinkerton"", ""hass""]"
anon75522396@sedemo.sink.sparkpostmail.com,Patricia Powell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 289294}","{""memberType"": ""gold"", ""state"": ""MS""}","[""hass"", ""fuerte"", ""bacon"", ""lamb hass"", ""gwen""]"
anon02266517@sedemo.sink.sparkpostmail.com,Margaret Bubar,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 32129325}","{""memberType"": ""platinum"", ""state"": ""UT""}","[""bacon""]"
anon12954081@sedemo.sink.sparkpostmail.com,Margaret Rodas,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 40765651}","{""memberType"": ""bronze"", ""state"": ""FM""}","[""bacon""]"
anon74809280@sedemo.sink.sparkpostmail.com,William Bradway,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 90806197}","{""memberType"": ""silver"", ""state"": ""OH""}","[""bacon"", ""fuerte"", ""gwen""]"
anon26494930@sedemo.sink.sparkpostmail.com,William Kelly,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 24394483}","{""memberType"": ""platinum"", ""state"": ""GA""}","[""fuerte"", ""gwen"", ""bacon""]"
anon41370318@sedemo.sink.sparkpostmail.com,Charles Kuehn,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 9034119}","{""memberType"": ""bronze"", ""state"": ""MS""}","[""hass"", ""gwen"", ""bacon"", ""fuerte"", ""lamb hass""]"
anon89562842@sedemo.sink.sparkpostmail.com,Fatima Nooner,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 68338998}","{""memberType"": ""platinum"", ""state"": ""MA""}","[""bacon""]"
anon54093095@sedemo.sink.sparkpostmail.com,Jamey Frede,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 12024826}","{""memberType"": ""bronze"", ""state"": ""TX""}","[""fuerte"", ""gwen"", ""lamb hass"", ""pinkerton"", ""bacon"", ""reed"", ""hass""]"
anon14952758@sedemo.sink.sparkpostmail.com,Alexander Browning,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 12034792}","{""memberType"": ""platinum"", ""state"": ""MD""}","[""hass"", ""lamb hass"", ""gwen"", ""bacon"", ""fuerte""]"
anon76997623@sedemo.sink.sparkpostmail.com,Margaret Mallari,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 63068271}","{""memberType"": ""silver"", ""state"": ""RI""}","[""fuerte"", ""gwen"", ""bacon""]"
anon05733470@sedemo.sink.sparkpostmail.com,Letha Torres,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 40178166}","{""memberType"": ""silver"", ""state"": ""MA""}","[""fuerte"", ""gwen"", ""bacon""]"
anon38912440@sedemo.sink.sparkpostmail.com,Patricia Yates,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 26603137}","{""memberType"": ""platinum"", ""state"": ""HI""}","[""pinkerton"", ""hass"", ""fuerte"", ""gwen"", ""lamb hass"", ""bacon""]"
anon73939398@sedemo.sink.sparkpostmail.com,Adrienne Powell,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 50037901}","{""memberType"": ""bronze"", ""state"": ""PR""}","[""fuerte"", ""gwen"", ""bacon"", ""hass""]"
anon17332143@sedemo.sink.sparkpostmail.com,Jeremy Kelly,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 83582119}","{""memberType"": ""silver"", ""state"": ""AK""}","[""pinkerton"", ""fuerte"", ""lamb hass"", ""gwen"", ""bacon"", ""hass""]"
anon11216644@sedemo.sink.sparkpostmail.com,Patricia Holder,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 20706958}","{""memberType"": ""platinum"", ""state"": ""WI""}",[]
anon15037255@sedemo.sink.sparkpostmail.com,Robert Lang,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 78747736}","{""memberType"": ""platinum"", ""state"": ""FM""}",[]
anon65796211@sedemo.sink.sparkpostmail.com,Ella Fowler,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 61604354}","{""memberType"": ""silver"", ""state"": ""SD""}","[""fuerte"", ""gwen"", ""bacon"", ""hass""]"
anon35158424@sedemo.sink.sparkpostmail.com,Melissa Osborne,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 90256110}","{""memberType"": ""silver"", ""state"": ""MI""}","[""fuerte"", ""bacon"", ""gwen""]"
anon82754113@sedemo.sink.sparkpostmail.com,Billy Sims,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 52742635}","{""memberType"": ""silver"", ""state"": ""UT""}","[""fuerte"", ""gwen"", ""bacon""]"
anon03127730@sedemo.sink.sparkpostmail.com,Margie Krauss,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 62913967}","{""memberType"": ""gold"", ""state"": ""DE""}","[""gwen"", ""fuerte"", ""hass"", ""bacon"", ""lamb hass"", ""pinkerton""]"
anon03105231@sedemo.sink.sparkpostmail.com,Ella Velazquez,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 3903540}","{""memberType"": ""platinum"", ""state"": ""FM""}","[""bacon"", ""fuerte""]"
anon50538727@sedemo.sink.sparkpostmail.com,Lela Brugger,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 60056063}","{""memberType"": ""silver"", ""state"": ""AK""}","[""lamb hass"", ""hass"", ""bacon"", ""gwen"", ""fuerte""]"
anon01411598@sedemo.sink.sparkpostmail.com,Laura Cimino,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 47020799}","{""memberType"": ""bronze"", ""state"": ""DE""}","[""gwen"", ""bacon"", ""fuerte"", ""lamb hass"", ""hass""]"
anon47104506@sedemo.sink.sparkpostmail.com,Ruby Crawford,bounce@sedemo.sink.sparkpostmail.com,"{""custID"": 87821960}","{""memberType"": ""silver"", ""state"": ""MP""}","[""bacon""]"
